body,head,head_bone,eye_nodes,eye_x,eye_y,eye_z,eyel_x,eyer_x,camerahook_x,camerahook_y,camerahook_z,headhook_x,headhook_y,headhook_z,ipd,note
N_JediCounM,PMHB06,headhook,eyeL/eyeR,0.00055,0.08527,1.68874,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05837,
N_JediCounF,PMHB08,headhook,eyeLA/eyeRA,-0.00000,0.08501,1.59751,-0.03046,0.03046,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06093,
N_JediCounM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.08501,1.69751,-0.03046,0.03046,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06093,
N_JediCounF,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.08711,1.59781,-0.02849,0.02911,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05761,
N_JediCounM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.08711,1.69780,-0.02849,0.02912,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05761,
N_JediCounF,PMHB07,headhook,eyeLA/eyeRA,-0.00000,0.08640,1.60072,-0.02977,0.02977,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05954,
N_JediCounM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.08640,1.70071,-0.02977,0.02977,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05954,
N_JediCounF,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.07368,1.59334,-0.02804,0.02760,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05564,
N_JediCounM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.07368,1.69334,-0.02804,0.02760,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05564,
N_CommF,twilek_f,headhook,eyeLA/eyeRA,-0.00000,0.05841,1.58912,-0.03010,0.03010,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.06020,
N_RepSold,comm_b_m,headhook,eyeLA/eyeRA,0.00055,0.08603,1.68874,-0.02952,0.03061,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06013,
N_RepSold,old_a_m,headhook,eyeLA/eyeRA,-0.00072,0.08943,1.69166,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05686,
N_RepSold,old_w_m,headhook,eyeLA/eyeRA,-0.00047,0.09027,1.69579,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_RepSold,old_b_m,headhook,eyeLA/eyeRA,0.00000,0.09000,1.69000,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
N_RepOff,comm_b_m,headhook,eyeLA/eyeRA,0.00055,0.08603,1.68874,-0.02952,0.03061,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06013,
N_RepOff,old_a_m,headhook,eyeLA/eyeRA,-0.00072,0.08943,1.69166,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05686,
N_RepOff,old_w_m,headhook,eyeLA/eyeRA,-0.00047,0.09027,1.69579,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_RepOff,old_b_m,headhook,eyeLA/eyeRA,0.00000,0.09000,1.69000,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
N_SithComF,comm_w_f,headhook,eyeLA/eyeRA,0.00055,0.06272,1.58702,-0.02544,0.02653,0.00061,0.03902,1.54373,-0.00000,-0.00000,1.45000,0.05197,
N_SithComF,comm_b_f,headhook,eyeLA/eyeRA,-0.00000,0.06963,1.59133,-0.03096,0.03096,0.00061,0.03902,1.54373,-0.00000,-0.00000,1.45000,0.06192,
N_SithComF,old_a_f,headhook,eyeLA/eyeRA,0.00055,0.06413,1.58911,-0.03018,0.03129,0.00061,0.03902,1.54373,-0.00000,-0.00000,1.45000,0.06147,
N_SithComF,old_w_f,headhook,eyeLA/eyeRA,0.00055,0.06272,1.58702,-0.02544,0.02653,0.00061,0.03902,1.54373,-0.00000,-0.00000,1.45000,0.05197,
N_SithComF,old_b_f,headhook,eyeLA/eyeRA,0.00000,0.06589,1.59133,-0.02528,0.02528,0.00061,0.03902,1.54373,-0.00000,-0.00000,1.45000,0.05056,
N_SithComM,comm_w_m,headhook,eyeLA/eyeRA,-0.00047,0.09052,1.69527,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_SithComM,comm_b_m,headhook,eyeLA/eyeRA,0.00055,0.08603,1.68874,-0.02952,0.03061,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06013,
N_SithComM,old_a_m,headhook,eyeLA/eyeRA,-0.00072,0.08943,1.69166,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05686,
N_SithComM,old_w_m,headhook,eyeLA/eyeRA,-0.00047,0.09027,1.69579,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_SithComM,old_b_m,headhook,eyeLA/eyeRA,0.00000,0.09000,1.69000,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
N_SithComF,comm_a_f,headhook,eyeLA/eyeRA,0.00049,0.06437,1.58328,-0.02967,0.03065,0.00061,0.03902,1.54373,-0.00000,-0.00000,1.45000,0.06032,
N_SithComM,comm_a_m,headhook,eyeL/eyeR,-0.00072,0.08943,1.69166,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05686,
N_JediCounM,old_w_m,headhook,eyeLA/eyeRA,-0.00047,0.09027,1.69579,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_JediCounM,old_a_m,headhook,eyeLA/eyeRA,-0.00072,0.08943,1.69166,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05686,
N_JediCounM,old_b_m,headhook,eyeLA/eyeRA,0.00000,0.09000,1.69000,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
N_JediCounF,old_w_f,headhook,eyeLA/eyeRA,0.00055,0.06272,1.58702,-0.02544,0.02653,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05197,
N_JediCounF,old_a_f,headhook,eyeLA/eyeRA,0.00055,0.06413,1.58911,-0.03018,0.03129,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06147,
N_JediCounF,old_b_f,headhook,eyeLA/eyeRA,0.00000,0.06589,1.59133,-0.02528,0.02528,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05056,
N_RepSold,rep_soldier,headhook,eyeLA/eyeRA,-0.00047,0.08827,1.69527,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_RepSold,comm_b_f,headhook,eyeLA/eyeRA,-0.00000,0.06963,1.69133,-0.03096,0.03096,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06192,
N_RepSold_F,comm_b_f,headhook,eyeLA/eyeRA,-0.00000,0.06963,1.59133,-0.03096,0.03096,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06192,
N_RepSold,old_a_f,headhook,eyeLA/eyeRA,0.00056,0.06413,1.68910,-0.03018,0.03129,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06147,
N_RepSold_F,old_a_f,headhook,eyeLA/eyeRA,0.00055,0.06413,1.58911,-0.03018,0.03129,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06147,
N_RepSold,old_w_f,headhook,eyeLA/eyeRA,0.00055,0.06272,1.68701,-0.02544,0.02653,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05197,
N_RepSold_F,old_w_f,headhook,eyeLA/eyeRA,0.00055,0.06272,1.58702,-0.02544,0.02653,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05197,
N_RepSold,old_b_f,headhook,eyeLA/eyeRA,0.00000,0.06589,1.69133,-0.02528,0.02528,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05056,
N_RepSold_F,old_b_f,headhook,eyeLA/eyeRA,0.00000,0.06589,1.59133,-0.02528,0.02528,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05056,
N_RepOff,comm_b_f,headhook,eyeLA/eyeRA,-0.00000,0.06963,1.69133,-0.03096,0.03096,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06192,
N_RepOff_F,comm_b_f,headhook,eyeLA/eyeRA,-0.00000,0.06963,1.59133,-0.03096,0.03096,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06192,
N_RepOff,old_a_f,headhook,eyeLA/eyeRA,0.00056,0.06413,1.68910,-0.03018,0.03129,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06147,
N_RepOff_F,old_a_f,headhook,eyeLA/eyeRA,0.00055,0.06413,1.58911,-0.03018,0.03129,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06147,
N_RepOff,old_w_f,headhook,eyeLA/eyeRA,0.00055,0.06272,1.68701,-0.02544,0.02653,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05197,
N_RepOff_F,old_w_f,headhook,eyeLA/eyeRA,0.00055,0.06272,1.58702,-0.02544,0.02653,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05197,
N_RepOff,old_b_f,headhook,eyeLA/eyeRA,0.00000,0.06589,1.69133,-0.02528,0.02528,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05056,
N_RepOff_F,old_b_f,headhook,eyeLA/eyeRA,0.00000,0.06589,1.59133,-0.02528,0.02528,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05056,
N_RepSold,rep_soldier_f,headhook,eyeLA/eyeRA,0.00051,0.06121,1.68798,-0.02663,0.02764,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05428,
N_RepSold_F,rep_soldier_f,headhook,eyeLA/eyeRA,0.00050,0.06121,1.58799,-0.02663,0.02764,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05428,
N_RepOff,rep_off_f,headhook,eyeLA/eyeRA,0.00051,0.06210,1.69005,-0.02662,0.02765,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05428,
N_RepOff_F,rep_off_f,headhook,eyeLA/eyeRA,0.00051,0.06210,1.59006,-0.02663,0.02765,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05428,
N_DarthRevanM,N_DarthRevanH,headhook,,,,,,,,,,-0.00000,-0.03500,1.52496,,head has no eye nodes (masked face) -- use camerahook
N_DarthRevanF,N_DarthRevanH,headhook,,,,,,,,,,-0.00000,-0.00800,1.52854,,head has no eye nodes (masked face) -- use camerahook
P_BastilaBB02,P_BastilaH,headhook,,,,,,,,,,,,,,body model not found
PFBNM,P_BastilaH,headhook,eyeLA/eyeRA,-0.00060,0.07836,1.59449,-0.03174,0.03054,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06228,
N_SithComM,twilek_m,headhook,eyeLA/eyeRA,0.00003,0.06926,1.69000,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
N_CzerkaOff,twilek_m,headhook,eyeLA/eyeRA,0.00003,0.06926,1.69000,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
N_RepSold,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.08473,1.69219,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05830,
PMBCM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.06669,1.66715,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05830,
PMBDM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.06669,1.66715,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05830,
PMBEM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.06669,1.66715,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05830,
PMBFM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.06669,1.66728,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05830,
PMBGM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.06669,1.66715,-0.02915,0.02915,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05830,
PMBHM,N_traskH,headhook,eyeLA/eyeRA,0.00008,0.06669,1.66715,-0.02907,0.02923,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05830,
PMBIM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.06496,1.69159,-0.02915,0.02915,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05830,
PMBKM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.08473,1.69219,-0.02915,0.02915,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05830,
PMBMM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.06596,1.66578,-0.02915,0.02915,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05830,
PMBNM,N_traskH,headhook,eyeLA/eyeRA,0.00000,0.07509,1.68719,-0.02915,0.02915,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05830,
N_JediCounM,twilek_m,headhook,eyeLA/eyeRA,0.00003,0.06926,1.69000,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
N_Smuggler,comm_b_m,headhook,eyeLA/eyeRA,0.00055,0.08603,1.68874,-0.02952,0.03061,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06013,
N_Smuggler,comm_a_m,headhook,eyeL/eyeR,-0.00072,0.08943,1.69166,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05686,
N_CommM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.08633,1.69581,-0.03085,0.03086,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06172,
PMBCM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.06829,1.67077,-0.03085,0.03086,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06172,
PMBDM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.06829,1.67077,-0.03085,0.03086,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06172,
PMBEM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.06829,1.67077,-0.03085,0.03086,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06172,
PMBFM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.06829,1.67090,-0.03085,0.03086,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06172,
PMBGM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.06829,1.67077,-0.03085,0.03086,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06172,
PMBHM,N_GadonH,headhook,eyeLA/eyeRA,0.00008,0.06829,1.67077,-0.03078,0.03094,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06172,
PMBIM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.06655,1.69522,-0.03085,0.03086,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06172,
PMBKM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.08633,1.69581,-0.03085,0.03086,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06172,
PMBMM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.06756,1.66941,-0.03085,0.03086,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06172,
PMBNM,N_GadonH,headhook,eyeLA/eyeRA,0.00000,0.07668,1.69081,-0.03085,0.03086,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06172,
N_CommKidFD,N_childFHD,headhook,eyeLA/eyeRA,0.00000,0.04356,1.37489,-0.02570,0.02570,0.00052,0.01017,1.35639,0.00000,-0.00860,1.23354,0.05140,
N_CommKidF,N_childFHD,headhook,eyeLA/eyeRA,0.00000,0.05216,1.37495,-0.02570,0.02570,0.00052,0.01017,1.35639,0.00000,-0.00000,1.23360,0.05140,
N_CommKidMD,N_child_MD,headhook,eyeLA/eyeRA,-0.00220,0.06811,1.33431,-0.03069,0.02629,-0.00097,0.00424,1.30246,-0.00097,0.00424,1.19659,0.05698,
N_CommKidM,N_child_MD,headhook,eyeLA/eyeRA,-0.00220,0.06811,1.32474,-0.03069,0.02629,-0.00097,0.00424,1.30246,-0.00097,0.00424,1.18702,0.05698,
N_CommM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.08945,1.69579,-0.03119,0.03119,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06238,
PMBCM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.07141,1.67075,-0.03119,0.03119,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06238,
PMBDM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.07141,1.67075,-0.03119,0.03119,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06238,
PMBEM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.07141,1.67075,-0.03119,0.03119,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06238,
PMBFM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.07141,1.67089,-0.03119,0.03119,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06238,
PMBGM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.07141,1.67075,-0.03119,0.03119,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06238,
PMBHM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00008,0.07141,1.67075,-0.03111,0.03127,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06238,
PMBIM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.06968,1.69520,-0.03119,0.03119,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06238,
PMBKM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.08945,1.69579,-0.03119,0.03119,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06238,
PMBMM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.07068,1.66939,-0.03119,0.03119,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06238,
PMBNM,N_DeadeyeH,headhook,eyeLA/eyeRA,0.00000,0.07980,1.69080,-0.03119,0.03119,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06238,
N_CommM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.09018,1.69527,-0.03012,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06012,
PMBCM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.07214,1.67023,-0.03012,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06012,
PMBDM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.07214,1.67023,-0.03012,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06012,
PMBEM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.07214,1.67023,-0.03012,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06012,
PMBFM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.07214,1.67036,-0.03012,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06012,
PMBGM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.07214,1.67023,-0.03012,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06012,
PMBHM,N_BrejikH,headhook,eyeLA/eyeRA,0.00002,0.07214,1.67023,-0.03004,0.03008,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06012,
PMBIM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.07041,1.69467,-0.03012,0.03000,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06012,
PMBKM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.09018,1.69527,-0.03012,0.03000,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06012,
PMBMM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.07141,1.66886,-0.03012,0.03000,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06012,
PMBNM,N_BrejikH,headhook,eyeLA/eyeRA,-0.00006,0.08053,1.69027,-0.03012,0.03000,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06012,
N_CommM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.08403,1.68821,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05837,
PMBCM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.06599,1.66317,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
PMBDM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.06599,1.66317,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
PMBEM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.06599,1.66317,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
PMBFM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.06599,1.66330,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05837,
PMBGM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.06599,1.66317,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
PMBHM,N_GendarH,headhook,eyeLA/eyeRA,0.00062,0.06599,1.66317,-0.02856,0.02981,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05837,
PMBIM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.06426,1.68761,-0.02864,0.02973,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05837,
PMBKM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.08403,1.68821,-0.02864,0.02973,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05837,
PMBMM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.06526,1.66181,-0.02864,0.02973,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05837,
PMBNM,N_GendarH,headhook,eyeLA/eyeRA,0.00055,0.07438,1.68321,-0.02864,0.02973,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05837,
N_SithComM,N_UtharH,headhook,eyeLA/eyeRA,0.00017,0.07703,1.69831,-0.02781,0.02815,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05597,
N_CommM,twilek_m,headhook,eyeLA/eyeRA,0.00003,0.06926,1.69000,-0.02997,0.03003,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
N_CzerkaOff,czerka_com_h,headhook,eyeL/eyeR,-0.00047,0.08827,1.69527,-0.03012,0.02917,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05929,
N_CommF,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00130,0.06394,1.59042,-0.02959,0.02699,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05657,
N_CommM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.08943,1.69166,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05686,
PMBCM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.07139,1.66662,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05686,
PMBDM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.07139,1.66662,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05686,
PMBEM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.07139,1.66662,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05686,
PMBFM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.07139,1.66675,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05686,
PMBGM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.07139,1.66662,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05686,
PMBHM,N_TatComA_M,headhook,eyeL/eyeR,-0.00064,0.07139,1.66662,-0.02907,0.02779,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05686,
PMBIM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.06966,1.69106,-0.02915,0.02771,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05686,
PMBKM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.08943,1.69166,-0.02915,0.02771,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05686,
PMBMM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.07066,1.66525,-0.02915,0.02771,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05686,
PMBNM,N_TatComA_M,headhook,eyeL/eyeR,-0.00072,0.07978,1.68666,-0.02915,0.02771,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05686,
PFBCM,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00130,0.06394,1.59042,-0.02959,0.02699,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05657,
PFBDM,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00130,0.06394,1.59042,-0.02959,0.02699,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05657,
PFBEM,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00130,0.06394,1.59042,-0.02959,0.02699,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05657,
PFBFM,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00130,0.06394,1.59042,-0.02959,0.02699,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05657,
PFBGM,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00130,0.06394,1.59042,-0.02959,0.02699,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05657,
PFBHM,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00130,0.06394,1.59042,-0.02959,0.02699,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05657,
PFBIM,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00190,0.08387,1.58970,-0.03018,0.02639,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05657,
PFBKM,N_TatComA_F,headhook,eyeLA/eyeRA,0.00026,0.06439,1.59042,-0.02803,0.02854,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05657,
PFBMM,N_TatComA_F,headhook,eyeLA/eyeRA,-0.00408,0.06585,1.58970,-0.03236,0.02421,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.05657,
